"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","AgeGroupforTransfers","n","DataDate"
"74","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY17","Too Young",3,2020-11-17
"75","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY15 or earlier","Too Young",1,2020-11-17
"76","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY16","Too Young",1,2020-11-17
"77","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY17","Too Young",1,2020-11-17
"78","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18","Too Young",1,2020-11-17
"79","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY15 or earlier","Transfer Age",1,2020-11-17
"80","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY16","Transfer Age",1,2020-11-17
"81","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY17","Transfer Age",12,2020-11-17
"82","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY18","Transfer Age",15,2020-11-17
"83","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY19","Transfer Age",1,2020-11-17
"84","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY18","Transfer Age",4,2020-11-17
"85","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY19","Transfer Age",1,2020-11-17
"86","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY15 or earlier","Transfer Age",2,2020-11-17
"87","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY16","Transfer Age",3,2020-11-17
"88","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY17","Transfer Age",4,2020-11-17
"89","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY18","Transfer Age",14,2020-11-17
"90","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-17
"91","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY16","Transfer Age",2,2020-11-17
"92","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY17","Transfer Age",2,2020-11-17
"93","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY18","Transfer Age",6,2020-11-17
"94","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-17
"95","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-17
"96","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY16","Too Old",9,2020-11-17
"97","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY17","Too Old",9,2020-11-17
"98","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY18","Too Old",68,2020-11-17
"99","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY19","Too Old",12,2020-11-17
"100","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Other NE","FY18","Too Old",1,2020-11-17
"101","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY16","Too Old",2,2020-11-17
"102","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY17","Too Old",6,2020-11-17
"103","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY18","Too Old",31,2020-11-17
"104","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY19","Too Old",6,2020-11-17
"105","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY17","Too Old",2,2020-11-17
"106","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY18","Too Old",6,2020-11-17
"107","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-17
"108","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier","Unknown Age",14,2020-11-17
"109","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY16","Unknown Age",14,2020-11-17
"110","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY17","Unknown Age",22,2020-11-17
"111","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY18","Unknown Age",88,2020-11-17
"112","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY19","Unknown Age",5,2020-11-17
"113","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY21","Unknown Age",1,2020-11-17
"114","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY17","Unknown Age",1,2020-11-17
"115","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY18","Unknown Age",3,2020-11-17
"116","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY15 or earlier","Unknown Age",9,2020-11-17
"117","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY16","Unknown Age",8,2020-11-17
"118","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY17","Unknown Age",10,2020-11-17
"119","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY18","Unknown Age",24,2020-11-17
"120","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY19","Unknown Age",3,2020-11-17
"121","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY15 or earlier","Unknown Age",1,2020-11-17
"122","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY16","Unknown Age",1,2020-11-17
"123","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY17","Unknown Age",3,2020-11-17
"124","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY18","Unknown Age",4,2020-11-17
"125","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Too Young",1,2020-11-17
"126","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Transfer Age",1,2020-11-17
"127","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY16","Transfer Age",1,2020-11-17
"128","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY17","Transfer Age",1,2020-11-17
"129","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY18","Transfer Age",1,2020-11-17
"130","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY19","Transfer Age",3,2020-11-17
"131","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-17
"132","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY15 or earlier","Too Old",2,2020-11-17
"133","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY16","Too Old",1,2020-11-17
"134","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY17","Too Old",1,2020-11-17
"135","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY18","Too Old",2,2020-11-17
"136","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY19","Too Old",2,2020-11-17
"137","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Remaining USA","FY19","Too Old",1,2020-11-17
"138","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Targeted OOS","FY19","Too Old",3,2020-11-17
"139","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY15 or earlier","Transfer Age",5,2020-11-17
"140","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY16","Transfer Age",1,2020-11-17
"141","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY17","Transfer Age",1,2020-11-17
"142","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY15 or earlier","Transfer Age",4,2020-11-17
"143","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY16","Transfer Age",1,2020-11-17
"144","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY17","Transfer Age",3,2020-11-17
"145","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY18","Transfer Age",3,2020-11-17
"146","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY19","Transfer Age",3,2020-11-17
"147","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY15 or earlier","Transfer Age",1,2020-11-17
"148","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-17
"149","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-17
"150","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-17
"151","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY16","Too Old",3,2020-11-17
"152","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY17","Too Old",4,2020-11-17
"153","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY18","Too Old",8,2020-11-17
"154","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY19","Too Old",14,2020-11-17
"155","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Remaining USA","FY19","Too Old",7,2020-11-17
"156","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY18","Too Old",1,2020-11-17
"157","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-17
"158","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier","Transfer Age",2,2020-11-17
"159","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY16","Transfer Age",1,2020-11-17
"160","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY15 or earlier","Transfer Age",3,2020-11-17
"161","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY16","Transfer Age",1,2020-11-17
"162","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY17","Transfer Age",1,2020-11-17
"163","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY18","Transfer Age",2,2020-11-17
"164","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY19","Transfer Age",1,2020-11-17
"165","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-17
"166","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-17
"167","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",9,2020-11-17
"168","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",3,2020-11-17
"169","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",8,2020-11-17
"170","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",11,2020-11-17
"171","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY19","Too Old",10,2020-11-17
"172","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-17
"173","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY19","Too Old",2,2020-11-17
"174","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Targeted OOS","FY15 or earlier","Too Old",1,2020-11-17
"175","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Too Young",2,2020-11-17
"176","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",7,2020-11-17
"177","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Too Young",1,2020-11-17
"178","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",7,2020-11-17
"179","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY17","Transfer Age",4,2020-11-17
"180","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Other NE","FY16","Transfer Age",1,2020-11-17
"181","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",15,2020-11-17
"182","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",1,2020-11-17
"183","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-11-17
"184","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",7,2020-11-17
"185","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY19","Transfer Age",15,2020-11-17
"186","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY20","Transfer Age",1,2020-11-17
"187","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-17
"188","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY19","Transfer Age",1,2020-11-17
"189","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Targeted OOS","FY19","Transfer Age",2,2020-11-17
"190","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",20,2020-11-17
"191","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",8,2020-11-17
"192","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",18,2020-11-17
"193","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",22,2020-11-17
"194","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY19","Too Old",34,2020-11-17
"195","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY20","Too Old",1,2020-11-17
"196","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Other NE","FY19","Too Old",1,2020-11-17
"197","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY15 or earlier","Too Old",1,2020-11-17
"198","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY17","Too Old",1,2020-11-17
"199","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",2,2020-11-17
"200","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY19","Too Old",5,2020-11-17
"201","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-17
"202","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",1,2020-11-17
