"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","AgeGroupforTransfers","n","DataDate"
"60","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Maine","FY19","Too Old",2,2020-11-18
"61","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-18
"62","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Maine","FY19","Too Old",1,2020-11-18
"63","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-18
"64","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY18","Transfer Age",1,2020-11-18
"65","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY19","Transfer Age",1,2020-11-18
"66","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","26 and Up","Maine","FY19","Too Old",1,2020-11-18
"67","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY15 or earlier","Too Young",3,2020-11-18
"68","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Too Young",7,2020-11-18
"69","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Transfer Age",2,2020-11-18
"70","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Too Young",5,2020-11-18
"71","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Transfer Age",1,2020-11-18
"72","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY15 or earlier","Too Young",2,2020-11-18
"73","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY16","Too Young",3,2020-11-18
"74","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY17","Too Young",3,2020-11-18
"75","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY15 or earlier","Too Young",1,2020-11-18
"76","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY16","Too Young",1,2020-11-18
"77","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY17","Too Young",1,2020-11-18
"78","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18","Too Young",1,2020-11-18
"79","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY15 or earlier","Transfer Age",1,2020-11-18
"80","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY16","Transfer Age",1,2020-11-18
"81","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY17","Transfer Age",12,2020-11-18
"82","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY18","Transfer Age",15,2020-11-18
"83","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY19","Transfer Age",1,2020-11-18
"84","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY18","Transfer Age",4,2020-11-18
"85","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY19","Transfer Age",1,2020-11-18
"86","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY15 or earlier","Transfer Age",2,2020-11-18
"87","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY16","Transfer Age",3,2020-11-18
"88","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY17","Transfer Age",4,2020-11-18
"89","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY18","Transfer Age",14,2020-11-18
"90","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-18
"91","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY16","Transfer Age",2,2020-11-18
"92","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY17","Transfer Age",2,2020-11-18
"93","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY18","Transfer Age",6,2020-11-18
"94","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-18
"95","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-18
"96","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY16","Too Old",9,2020-11-18
"97","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY17","Too Old",9,2020-11-18
"98","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY18","Too Old",68,2020-11-18
"99","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY19","Too Old",12,2020-11-18
"100","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Other NE","FY18","Too Old",1,2020-11-18
"101","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY16","Too Old",2,2020-11-18
"102","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY17","Too Old",6,2020-11-18
"103","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY18","Too Old",31,2020-11-18
"104","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY19","Too Old",6,2020-11-18
"105","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY17","Too Old",2,2020-11-18
"106","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY18","Too Old",6,2020-11-18
"107","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-18
"108","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier","Unknown Age",14,2020-11-18
"109","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY16","Unknown Age",14,2020-11-18
"110","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY17","Unknown Age",22,2020-11-18
"111","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY18","Unknown Age",88,2020-11-18
"112","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY19","Unknown Age",5,2020-11-18
"113","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY21","Unknown Age",1,2020-11-18
"114","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY17","Unknown Age",1,2020-11-18
"115","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY18","Unknown Age",3,2020-11-18
"116","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY15 or earlier","Unknown Age",9,2020-11-18
"117","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY16","Unknown Age",8,2020-11-18
"118","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY17","Unknown Age",10,2020-11-18
"119","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY18","Unknown Age",24,2020-11-18
"120","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY19","Unknown Age",3,2020-11-18
"121","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY15 or earlier","Unknown Age",1,2020-11-18
"122","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY16","Unknown Age",1,2020-11-18
"123","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY17","Unknown Age",3,2020-11-18
"124","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY18","Unknown Age",4,2020-11-18
"125","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Too Young",1,2020-11-18
"126","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Transfer Age",1,2020-11-18
"127","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY16","Transfer Age",1,2020-11-18
"128","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY17","Transfer Age",1,2020-11-18
"129","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY18","Transfer Age",1,2020-11-18
"130","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY19","Transfer Age",3,2020-11-18
"131","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-18
"132","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY15 or earlier","Too Old",2,2020-11-18
"133","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY16","Too Old",1,2020-11-18
"134","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY17","Too Old",1,2020-11-18
"135","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY18","Too Old",2,2020-11-18
"136","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY19","Too Old",2,2020-11-18
"137","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Remaining USA","FY19","Too Old",1,2020-11-18
"138","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Targeted OOS","FY19","Too Old",3,2020-11-18
"139","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY15 or earlier","Transfer Age",5,2020-11-18
"140","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY16","Transfer Age",1,2020-11-18
"141","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY17","Transfer Age",1,2020-11-18
"142","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY15 or earlier","Transfer Age",4,2020-11-18
"143","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY16","Transfer Age",1,2020-11-18
"144","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY17","Transfer Age",3,2020-11-18
"145","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY18","Transfer Age",3,2020-11-18
"146","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY19","Transfer Age",3,2020-11-18
"147","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY15 or earlier","Transfer Age",1,2020-11-18
"148","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-18
"149","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-18
"150","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-18
"151","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY16","Too Old",3,2020-11-18
"152","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY17","Too Old",4,2020-11-18
"153","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY18","Too Old",8,2020-11-18
"154","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY19","Too Old",14,2020-11-18
"155","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Remaining USA","FY19","Too Old",7,2020-11-18
"156","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY18","Too Old",1,2020-11-18
"157","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-18
"158","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier","Transfer Age",2,2020-11-18
"159","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY16","Transfer Age",1,2020-11-18
"160","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY15 or earlier","Transfer Age",3,2020-11-18
"161","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY16","Transfer Age",1,2020-11-18
"162","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY17","Transfer Age",1,2020-11-18
"163","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY18","Transfer Age",2,2020-11-18
"164","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY19","Transfer Age",1,2020-11-18
"165","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-18
"166","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-18
"167","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",9,2020-11-18
"168","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",3,2020-11-18
"169","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",8,2020-11-18
"170","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",11,2020-11-18
"171","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY19","Too Old",10,2020-11-18
"172","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-18
"173","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY19","Too Old",2,2020-11-18
"174","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Targeted OOS","FY15 or earlier","Too Old",1,2020-11-18
"175","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Too Young",2,2020-11-18
"176","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",7,2020-11-18
"177","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Too Young",1,2020-11-18
"178","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",7,2020-11-18
"179","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY17","Transfer Age",4,2020-11-18
"180","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Other NE","FY16","Transfer Age",1,2020-11-18
"181","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",15,2020-11-18
"182","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",1,2020-11-18
"183","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-11-18
"184","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",7,2020-11-18
"185","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY19","Transfer Age",15,2020-11-18
"186","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY20","Transfer Age",1,2020-11-18
"187","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-18
"188","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY19","Transfer Age",1,2020-11-18
"189","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Targeted OOS","FY19","Transfer Age",2,2020-11-18
"190","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",20,2020-11-18
"191","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",8,2020-11-18
"192","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",18,2020-11-18
"193","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",22,2020-11-18
"194","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY19","Too Old",34,2020-11-18
"195","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY20","Too Old",1,2020-11-18
"196","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Other NE","FY19","Too Old",1,2020-11-18
"197","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY15 or earlier","Too Old",1,2020-11-18
"198","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY17","Too Old",1,2020-11-18
"199","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",2,2020-11-18
"200","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY19","Too Old",5,2020-11-18
"201","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-18
"202","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",1,2020-11-18
