"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","n"
"1","Not Stealth","","","","Inquiry","Inquiry","Unknown","Remaining USA",7
"2","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","19 and Under","Maine",1
"3","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","20-26","Maine",6
"4","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","20-26","Remaining USA",3
"5","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Maine",4
"6","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Remaining USA",4
"7","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Admitted","27 and Up","Targeted OOS",1
"8","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","19 and Under","Maine",3
"9","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","19 and Under","Remaining USA",1
"10","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","19 and Under","Targeted OOS",1
"11","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Maine",20
"12","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Remaining USA",12
"13","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","20-26","Targeted OOS",6
"14","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Maine",37
"15","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Remaining USA",8
"16","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","27 and Up","Targeted OOS",1
"17","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","19 and Under","Maine",1
"18","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Maine",16
"19","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Remaining USA",3
"20","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-26","Targeted OOS",1
"21","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Maine",52
"22","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","27 and Up","Remaining USA",2
"23","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","19 and Under","Maine",12
"24","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-26","Maine",58
"25","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-26","Other NE",1
"26","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-26","Remaining USA",5
"27","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-26","Targeted OOS",1
"28","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","27 and Up","Maine",108
"29","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","27 and Up","Remaining USA",6
"30","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","27 and Up","Maine",4
"31","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","27 and Up","Remaining USA",1
"32","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","27 and Up","Maine",1
"33","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","27 and Up","Remaining USA",1
"34","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-26","Maine",2
"35","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","27 and Up","Maine",1
"36","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine",18
"37","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA",8
"38","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS",4
"39","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-26","Maine",38
"40","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-26","Other NE",5
"41","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-26","Remaining USA",34
"42","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-26","Targeted OOS",12
"43","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","27 and Up","Maine",96
"44","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","27 and Up","Other NE",1
"45","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","27 and Up","Remaining USA",38
"46","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","27 and Up","Targeted OOS",8
"47","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine",144
"48","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE",4
"49","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA",54
"50","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS",9
"51","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine",2
"52","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-26","Maine",6
"53","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-26","Remaining USA",3
"54","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","27 and Up","Maine",8
"55","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","27 and Up","Remaining USA",1
"56","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","27 and Up","Targeted OOS",3
"57","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine",7
"58","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-26","Maine",15
"59","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-26","Remaining USA",5
"60","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-26","Targeted OOS",1
"61","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","27 and Up","Maine",34
"62","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","27 and Up","Remaining USA",7
"63","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","27 and Up","Targeted OOS",2
"64","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Maine",2
"65","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS",1
"66","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-26","Maine",8
"67","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-26","Remaining USA",4
"68","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","27 and Up","Maine",41
"69","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","27 and Up","Remaining USA",3
"70","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","27 and Up","Targeted OOS",1
"71","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine",21
"72","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Other NE",1
"73","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-26","Maine",60
"74","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-26","Remaining USA",4
"75","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-26","Targeted OOS",2
"76","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","27 and Up","Maine",91
"77","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","27 and Up","Other NE",1
"78","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","27 and Up","Remaining USA",7
"79","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","27 and Up","Targeted OOS",1
"80","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","27 and Up","Maine",2
"81","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","27 and Up","Remaining USA",1
"82","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Confirmed","27 and Up","Maine",1
"83","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Enrolled","27 and Up","Maine",4
"84","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","19 and Under","Maine",9
"85","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA",5
"86","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","19 and Under","Targeted OOS",5
"87","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","20-26","Maine",22
"88","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","20-26","Other NE",1
"89","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA",18
"90","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","20-26","Targeted OOS",8
"91","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","27 and Up","Maine",90
"92","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","27 and Up","Other NE",2
"93","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA",36
"94","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","27 and Up","Targeted OOS",8
"95","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","Unknown","Maine",196
"96","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","Unknown","Other NE",4
"97","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA",43
"98","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS",16
"99","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","19 and Under","Maine",9
"100","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS",1
"101","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","20-26","Maine",9
"102","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","20-26","Remaining USA",6
"103","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","20-26","Targeted OOS",2
"104","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","27 and Up","Maine",6
"105","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Admitted","27 and Up","Targeted OOS",1
"106","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","19 and Under","Maine",4
"107","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","20-26","Maine",25
"108","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","20-26","Other NE",1
"109","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","20-26","Remaining USA",11
"110","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","20-26","Targeted OOS",3
"111","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","27 and Up","Maine",37
"112","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","27 and Up","Other NE",1
"113","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","27 and Up","Remaining USA",5
"114","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Applied","27 and Up","Targeted OOS",3
"115","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","19 and Under","Maine",4
"116","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","20-26","Maine",15
"117","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","20-26","Remaining USA",4
"118","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","20-26","Targeted OOS",1
"119","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","27 and Up","Maine",45
"120","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Confirmed","27 and Up","Remaining USA",2
"121","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","19 and Under","Maine",27
"122","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","19 and Under","Targeted OOS",5
"123","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","20-26","Maine",50
"124","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","20-26","Other NE",4
"125","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","20-26","Remaining USA",5
"126","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","27 and Up","Maine",133
"127","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","27 and Up","Remaining USA",11
"128","Not Stealth","Graduate","Graduate","Fall 2020","Applicant","Enrolled","27 and Up","Targeted OOS",1
"129","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Applied","27 and Up","Maine",1
"130","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","19 and Under","Maine",9
"131","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","19 and Under","Other NE",1
"132","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","19 and Under","Remaining USA",4
"133","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",1
"134","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","20-26","Maine",31
"135","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","20-26","Other NE",1
"136","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","20-26","Remaining USA",38
"137","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","20-26","Targeted OOS",12
"138","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","27 and Up","Maine",69
"139","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","27 and Up","Other NE",1
"140","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","27 and Up","Remaining USA",38
"141","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","27 and Up","Targeted OOS",15
"142","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","Unknown","Maine",216
"143","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","Unknown","Other NE",5
"144","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","Unknown","Remaining USA",50
"145","Not Stealth","Graduate","Graduate","Fall 2020","Inquiry","Inquiry","Unknown","Targeted OOS",12
"146","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","19 and Under","Maine",12
"147","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","20-26","Maine",22
"148","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","20-26","Other NE",1
"149","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","20-26","Remaining USA",1
"150","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","20-26","Targeted OOS",1
"151","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","27 and Up","Maine",47
"152","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","20-26","Maine",3
"153","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","20-26","Remaining USA",1
"154","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","27 and Up","Maine",7
"155","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Enrolled","27 and Up","Maine",1
"156","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Applied","27 and Up","Maine",1
"157","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Maine",5
"158","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Other NE",2
"159","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA",2
"160","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS",8
"161","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Maine",15
"162","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Other NE",1
"163","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Remaining USA",8
"164","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Targeted OOS",3
"165","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Maine",17
"166","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Remaining USA",16
"167","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine",66
"168","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA",37
"169","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS",8
"170","Not Stealth","Graduate","Graduate","Fall 2022","Applicant","Confirmed","20-26","Maine",1
"171","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Maine",6
"172","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Remaining USA",1
"173","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Targeted OOS",4
"174","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Maine",4
"175","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Remaining USA",1
"176","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Targeted OOS",1
"177","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","27 and Up","Maine",2
"178","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","27 and Up","Remaining USA",1
"179","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Maine",2
"180","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Remaining USA",2
"181","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Targeted OOS",1
"182","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Admitted","27 and Up","Maine",2
"183","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","19 and Under","Maine",2
"184","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Maine",6
"185","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Remaining USA",4
"186","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Maine",7
"187","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Remaining USA",2
"188","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","20-26","Maine",5
"189","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","27 and Up","Maine",15
"190","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","19 and Under","Maine",3
"191","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","19 and Under","Targeted OOS",1
"192","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Maine",10
"193","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Remaining USA",1
"194","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Targeted OOS",1
"195","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Maine",27
"196","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Remaining USA",2
"197","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","Unknown","Remaining USA",1
"198","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Applied","27 and Up","Maine",1
"199","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Confirmed","27 and Up","Other NE",1
"200","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","19 and Under","Maine",1
"201","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Maine",6
"202","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Remaining USA",6
"203","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine",37
"204","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Other NE",1
"205","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA",11
"206","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS",4
"207","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine",64
"208","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Other NE",1
"209","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Remaining USA",9
"210","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Targeted OOS",3
"211","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Admitted","20-26","Remaining USA",1
"212","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Admitted","27 and Up","Maine",2
"213","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","19 and Under","Maine",1
"214","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Maine",6
"215","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Remaining USA",1
"216","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine",8
"217","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Remaining USA",3
"218","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","19 and Under","Maine",1
"219","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","20-26","Maine",7
"220","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","27 and Up","Maine",20
"221","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","19 and Under","Maine",1
"222","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine",7
"223","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Remaining USA",3
"224","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Targeted OOS",1
"225","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine",20
"226","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Remaining USA",2
"227","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Applied","27 and Up","Maine",2
"228","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Applied","27 and Up","Targeted OOS",1
"229","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Enrolled","27 and Up","Maine",1
"230","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","19 and Under","Maine",1
"231","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","19 and Under","Other NE",1
"232","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Maine",10
"233","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Other NE",1
"234","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA",10
"235","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Targeted OOS",2
"236","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine",33
"237","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA",11
"238","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Targeted OOS",2
"239","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine",78
"240","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Other NE",1
"241","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA",21
"242","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Targeted OOS",4
"243","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Admitted","27 and Up","Maine",1
"244","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Admitted","27 and Up","Remaining USA",3
"245","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","19 and Under","Maine",1
"246","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","20-26","Maine",1
"247","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine",7
"248","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Remaining USA",5
"249","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Maine",7
"250","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Targeted OOS",1
"251","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Maine",13
"252","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Remaining USA",1
"253","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","19 and Under","Maine",2
"254","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","20-26","Maine",9
"255","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","20-26","Remaining USA",2
"256","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","27 and Up","Maine",13
"257","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","27 and Up","Other NE",1
"258","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","27 and Up","Remaining USA",4
"259","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Enrolled","27 and Up","Targeted OOS",1
"260","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","19 and Under","Remaining USA",1
"261","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","20-26","Maine",11
"262","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","20-26","Other NE",1
"263","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","20-26","Remaining USA",9
"264","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","20-26","Targeted OOS",2
"265","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","27 and Up","Maine",43
"266","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","27 and Up","Other NE",1
"267","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","27 and Up","Remaining USA",20
"268","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","27 and Up","Targeted OOS",4
"269","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","Unknown","Maine",90
"270","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","Unknown","Remaining USA",48
"271","Not Stealth","Graduate","Graduate","Spring 2020","Inquiry","Inquiry","Unknown","Targeted OOS",4
"272","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Admitted","20-26","Maine",1
"273","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Applied","19 and Under","Maine",3
"274","Not Stealth","Graduate","Graduate","Spring 2021","Applicant","Applied","20-26","Maine",5
