"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","n"
"436","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Applicant","Enrolled","27 and Up","Maine",3
"437","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","19 and Under","Maine",33
"438","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","19 and Under","Other NE",2
"439","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","19 and Under","Remaining USA",5
"440","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","19 and Under","Targeted OOS",26
"441","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","20-26","Maine",3
"442","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","20-26","Remaining USA",3
"443","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Admitted","20-26","Targeted OOS",1
"444","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","19 and Under","Maine",4
"445","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","19 and Under","Other NE",1
"446","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","19 and Under","Remaining USA",9
"447","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","19 and Under","Targeted OOS",8
"448","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","20-26","Maine",4
"449","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","20-26","Remaining USA",4
"450","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Applied","20-26","Targeted OOS",1
"451","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Confirmed","19 and Under","Maine",2
"452","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Confirmed","20-26","Maine",3
"453","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Confirmed","27 and Up","Maine",1
"454","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Enrolled","19 and Under","Maine",24
"455","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Enrolled","19 and Under","Remaining USA",1
"456","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Enrolled","19 and Under","Targeted OOS",4
"457","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Enrolled","20-26","Maine",2
"458","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Enrolled","27 and Up","Maine",1
"459","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","19 and Under","Maine",2156
"460","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","19 and Under","Other NE",434
"461","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA",5345
"462","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","19 and Under","Targeted OOS",2879
"463","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","20-26","Maine",107
"464","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","20-26","Other NE",4
"465","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA",71
"466","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","20-26","Targeted OOS",35
"467","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","27 and Up","Maine",70
"468","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","27 and Up","Other NE",1
"469","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA",27
"470","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","27 and Up","Targeted OOS",7
"471","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","Unknown","Maine",154
"472","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","Unknown","Other NE",48
"473","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA",353
"474","Not Stealth","Undergraduate","First-Year Student","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS",342
"475","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","19 and Under","Maine",1329
"476","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","19 and Under","Other NE",122
"477","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","19 and Under","Remaining USA",188
"478","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS",635
"479","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","20-26","Maine",5
"480","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","20-26","Other NE",1
"481","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","20-26","Remaining USA",9
"482","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","20-26","Targeted OOS",4
"483","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Admitted","27 and Up","Targeted OOS",1
"484","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","19 and Under","Maine",135
"485","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","19 and Under","Other NE",5
"486","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","19 and Under","Remaining USA",43
"487","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","19 and Under","Targeted OOS",48
"488","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","20-26","Maine",7
"489","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","20-26","Remaining USA",3
"490","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","20-26","Targeted OOS",4
"491","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","27 and Up","Maine",3
"492","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","27 and Up","Remaining USA",2
"493","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","27 and Up","Targeted OOS",1
"494","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","Unknown","Maine",1
"495","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Applied","Unknown","Remaining USA",1
"496","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","19 and Under","Maine",129
"497","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","19 and Under","Other NE",8
"498","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","19 and Under","Remaining USA",8
"499","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","19 and Under","Targeted OOS",18
"500","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","20-26","Maine",6
"501","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","20-26","Other NE",1
"502","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Confirmed","20-26","Targeted OOS",1
"503","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","19 and Under","Maine",460
"504","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","19 and Under","Other NE",15
"505","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","19 and Under","Remaining USA",15
"506","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","19 and Under","Targeted OOS",88
"507","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","20-26","Maine",16
"508","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","20-26","Remaining USA",2
"509","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","20-26","Targeted OOS",1
"510","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Applicant","Enrolled","27 and Up","Maine",3
"511","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","19 and Under","Maine",25
"512","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","19 and Under","Other NE",7
"513","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","19 and Under","Remaining USA",9
"514","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","19 and Under","Targeted OOS",8
"515","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","20-26","Remaining USA",2
"516","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Admitted","20-26","Targeted OOS",1
"517","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Applied","19 and Under","Maine",5
"518","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Applied","19 and Under","Remaining USA",3
"519","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Applied","19 and Under","Targeted OOS",1
"520","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Applied","20-26","Maine",2
"521","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Applied","20-26","Remaining USA",1
"522","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Confirmed","19 and Under","Maine",2
"523","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Confirmed","19 and Under","Targeted OOS",1
"524","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Enrolled","19 and Under","Maine",14
"525","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Enrolled","19 and Under","Targeted OOS",2
"526","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Enrolled","20-26","Maine",3
"527","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Enrolled","20-26","Remaining USA",1
"528","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Enrolled","20-26","Targeted OOS",1
"529","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","19 and Under","Maine",1460
"530","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","19 and Under","Other NE",368
"531","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","19 and Under","Remaining USA",3623
"532","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",2065
"533","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","20-26","Maine",46
"534","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","20-26","Other NE",3
"535","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","20-26","Remaining USA",47
"536","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","20-26","Targeted OOS",24
"537","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","27 and Up","Maine",50
"538","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","27 and Up","Other NE",2
"539","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","27 and Up","Remaining USA",29
"540","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","27 and Up","Targeted OOS",6
"541","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","Unknown","Maine",158
"542","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","Unknown","Other NE",64
"543","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","Unknown","Remaining USA",463
"544","Not Stealth","Undergraduate","First-Year Student","Fall 2020","Inquiry","Inquiry","Unknown","Targeted OOS",318
"545","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Admitted","19 and Under","Remaining USA",1
"546","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Admitted","19 and Under","Targeted OOS",1
"547","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","19 and Under","Maine",71
"548","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","19 and Under","Other NE",4
"549","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","19 and Under","Remaining USA",19
"550","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","19 and Under","Targeted OOS",26
"551","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","20-26","Remaining USA",1
"552","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Applied","27 and Up","Maine",1
"553","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Confirmed","19 and Under","Maine",23
"554","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Confirmed","19 and Under","Other NE",4
"555","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Confirmed","19 and Under","Remaining USA",19
"556","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Confirmed","19 and Under","Targeted OOS",17
"557","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Confirmed","20-26","Maine",2
"558","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Applicant","Enrolled","19 and Under","Maine",1
"559","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Admitted","19 and Under","Maine",1
"560","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","19 and Under","Maine",859
"561","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","19 and Under","Other NE",175
"562","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA",1134
"563","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS",1474
"564","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","20-26","Maine",8
"565","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","20-26","Remaining USA",7
"566","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","20-26","Targeted OOS",1
"567","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","27 and Up","Maine",18
"568","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","27 and Up","Other NE",1
"569","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","27 and Up","Remaining USA",6
"570","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","27 and Up","Targeted OOS",4
"571","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","Unknown","Maine",115
"572","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","Unknown","Other NE",40
"573","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA",447
"574","Not Stealth","Undergraduate","First-Year Student","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS",240
"575","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","19 and Under","Maine",215
"576","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","19 and Under","Other NE",45
"577","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","19 and Under","Remaining USA",211
"578","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","19 and Under","Targeted OOS",354
"579","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","20-26","Maine",1
"580","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","20-26","Other NE",1
"581","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","20-26","Remaining USA",5
"582","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","27 and Up","Maine",3
"583","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","27 and Up","Remaining USA",1
"584","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","27 and Up","Targeted OOS",1
"585","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","Unknown","Maine",46
"586","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","Unknown","Other NE",19
"587","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","Unknown","Remaining USA",138
"588","Not Stealth","Undergraduate","First-Year Student","Fall 2022","Inquiry","Inquiry","Unknown","Targeted OOS",64
"589","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","19 and Under","Maine",51
"590","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","19 and Under","Other NE",4
"591","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","19 and Under","Remaining USA",25
"592","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","19 and Under","Targeted OOS",32
"593","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","20-26","Remaining USA",1
"594","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","Unknown","Maine",6
"595","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","Unknown","Other NE",1
"596","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","Unknown","Remaining USA",54
"597","Not Stealth","Undergraduate","First-Year Student","Fall 2023","Inquiry","Inquiry","Unknown","Targeted OOS",13
"598","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Admitted","19 and Under","Maine",4
"599","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Admitted","19 and Under","Remaining USA",1
"600","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Admitted","19 and Under","Targeted OOS",1
"601","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Admitted","20-26","Remaining USA",1
"602","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Admitted","27 and Up","Maine",1
"603","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Applied","19 and Under","Maine",4
"604","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Applied","19 and Under","Remaining USA",2
"605","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Applied","20-26","Maine",5
"606","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Applied","27 and Up","Maine",2
"607","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Confirmed","19 and Under","Maine",9
"608","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Confirmed","19 and Under","Remaining USA",1
"609","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Confirmed","20-26","Maine",1
"610","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Enrolled","19 and Under","Maine",12
"611","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Enrolled","19 and Under","Remaining USA",1
"612","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Enrolled","20-26","Maine",2
"613","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Applicant","Enrolled","27 and Up","Maine",1
"614","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Enrolled","19 and Under","Maine",1
"615","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Enrolled","27 and Up","Maine",1
"616","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","19 and Under","Maine",39
"617","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","19 and Under","Other NE",3
"618","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","19 and Under","Remaining USA",28
"619","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","19 and Under","Targeted OOS",18
"620","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","20-26","Maine",10
"621","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","27 and Up","Maine",26
"622","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA",3
"623","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS",3
"624","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","Unknown","Maine",32
"625","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","Unknown","Remaining USA",34
"626","Not Stealth","Undergraduate","First-Year Student","Spring 2018","Inquiry","Inquiry","Unknown","Targeted OOS",9
"627","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Admitted","19 and Under","Maine",3
"628","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Admitted","19 and Under","Remaining USA",4
"629","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Admitted","19 and Under","Targeted OOS",1
"630","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Admitted","20-26","Maine",3
"631","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Applied","19 and Under","Maine",5
"632","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Applied","19 and Under","Remaining USA",3
"633","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Applied","19 and Under","Targeted OOS",2
"634","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Applied","20-26","Maine",5
"635","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Applied","27 and Up","Maine",2
"636","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Confirmed","19 and Under","Maine",6
"637","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Confirmed","19 and Under","Remaining USA",1
"638","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","19 and Under","Maine",14
"639","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","19 and Under","Other NE",1
"640","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","19 and Under","Targeted OOS",1
"641","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","20-26","Maine",3
"642","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","20-26","Remaining USA",2
"643","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Applicant","Enrolled","27 and Up","Maine",1
"644","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Admitted","19 and Under","Maine",1
"645","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Applied","19 and Under","Maine",1
"646","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Applied","20-26","Maine",1
"647","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Applied","27 and Up","Maine",1
"648","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Confirmed","19 and Under","Maine",1
"649","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Confirmed","27 and Up","Maine",1
"650","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","19 and Under","Maine",26
"651","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","19 and Under","Other NE",6
"652","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","19 and Under","Remaining USA",28
"653","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","19 and Under","Targeted OOS",20
"654","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","20-26","Maine",11
"655","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA",6
"656","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","20-26","Targeted OOS",4
"657","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","27 and Up","Maine",31
"658","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA",3
"659","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","27 and Up","Targeted OOS",2
"660","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","Unknown","Maine",55
"661","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","Unknown","Other NE",1
"662","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA",84
"663","Not Stealth","Undergraduate","First-Year Student","Spring 2019","Inquiry","Inquiry","Unknown","Targeted OOS",21
"664","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Admitted","19 and Under","Maine",7
"665","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Admitted","19 and Under","Remaining USA",2
"666","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Admitted","20-26","Maine",2
"667","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","19 and Under","Maine",7
"668","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","19 and Under","Remaining USA",5
"669","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","19 and Under","Targeted OOS",1
"670","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","20-26","Maine",3
"671","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","20-26","Remaining USA",3
"672","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","20-26","Targeted OOS",1
"673","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Applied","27 and Up","Maine",4
"674","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Confirmed","19 and Under","Maine",4
"675","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Confirmed","19 and Under","Remaining USA",1
"676","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Confirmed","20-26","Maine",3
"677","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Enrolled","19 and Under","Maine",13
"678","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Enrolled","20-26","Maine",2
"679","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Enrolled","27 and Up","Maine",1
"680","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Applicant","Enrolled","27 and Up","Targeted OOS",1
"681","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Applied","20-26","Maine",1
"682","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","19 and Under","Maine",23
"683","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","19 and Under","Other NE",7
"684","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","19 and Under","Remaining USA",17
"685","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","19 and Under","Targeted OOS",22
"686","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","20-26","Maine",11
"687","Not Stealth","Undergraduate","First-Year Student","Spring 2020","Inquiry","Inquiry","20-26","Remaining USA",10
