"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","n","DataDate"
"2111","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY15 or earlier",4,2020-10-28
"2112","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY16",3,2020-10-28
"2113","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY17",7,2020-10-28
"2114","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY18",7,2020-10-28
"2115","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY19",14,2020-10-28
"2116","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Maine","FY20",2,2020-10-28
"2117","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Remaining USA","FY19",4,2020-10-28
"2118","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Targeted OOS","FY18",3,2020-10-28
"2119","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","20-26","Targeted OOS","FY19",3,2020-10-28
"2120","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"2121","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY16",2,2020-10-28
"2122","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY17",1,2020-10-28
"2123","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY18",2,2020-10-28
"2124","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY19",22,2020-10-28
"2125","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Maine","FY20",1,2020-10-28
"2126","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Remaining USA","FY16",1,2020-10-28
"2127","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Remaining USA","FY18",4,2020-10-28
"2128","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Applied","27 and Up","Targeted OOS","FY19",1,2020-10-28
"2129","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier",9,2020-10-28
"2130","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY16",1,2020-10-28
"2131","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY17",8,2020-10-28
"2132","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY18",7,2020-10-28
"2133","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY19",1,2020-10-28
"2134","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Other NE","FY18",1,2020-10-28
"2135","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Remaining USA","FY19",1,2020-10-28
"2136","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY18",1,2020-10-28
"2137","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY19",1,2020-10-28
"2138","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Maine","FY15 or earlier",2,2020-10-28
"2139","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Maine","FY17",3,2020-10-28
"2140","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Maine","FY18",5,2020-10-28
"2141","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Maine","FY19",7,2020-10-28
"2142","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Targeted OOS","FY18",2,2020-10-28
"2143","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","20-26","Targeted OOS","FY20",1,2020-10-28
"2144","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Maine","FY15 or earlier",4,2020-10-28
"2145","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Maine","FY17",1,2020-10-28
"2146","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Maine","FY18",9,2020-10-28
"2147","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Maine","FY19",13,2020-10-28
"2148","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Other NE","FY19",1,2020-10-28
"2149","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Confirmed","27 and Up","Remaining USA","FY19",2,2020-10-28
"2150","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier",21,2020-10-28
"2151","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16",22,2020-10-28
"2152","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY17",29,2020-10-28
"2153","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY18",19,2020-10-28
"2154","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY19",4,2020-10-28
"2155","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY20",1,2020-10-28
"2156","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Remaining USA","FY15 or earlier",1,2020-10-28
"2157","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Remaining USA","FY17",1,2020-10-28
"2158","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Remaining USA","FY18",1,2020-10-28
"2159","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Targeted OOS","FY15 or earlier",1,2020-10-28
"2160","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Targeted OOS","FY17",1,2020-10-28
"2161","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","19 and Under","Targeted OOS","FY19",2,2020-10-28
"2162","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY15 or earlier",4,2020-10-28
"2163","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY16",6,2020-10-28
"2164","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY17",7,2020-10-28
"2165","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY18",17,2020-10-28
"2166","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY19",31,2020-10-28
"2167","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Maine","FY20",2,2020-10-28
"2168","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Other NE","FY18",1,2020-10-28
"2169","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Remaining USA","FY19",1,2020-10-28
"2170","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Remaining USA","FY20",2,2020-10-28
"2171","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Targeted OOS","FY18",1,2020-10-28
"2172","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","20-26","Targeted OOS","FY19",2,2020-10-28
"2173","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Maine","FY15 or earlier",4,2020-10-28
"2174","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Maine","FY16",4,2020-10-28
"2175","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Maine","FY17",5,2020-10-28
"2176","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Maine","FY18",16,2020-10-28
"2177","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Maine","FY19",38,2020-10-28
"2178","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Remaining USA","FY19",1,2020-10-28
"2179","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Targeted OOS","FY18",1,2020-10-28
"2180","Not Stealth","Undergraduate","Transfer","Fall 2019","Applicant","Enrolled","27 and Up","Targeted OOS","FY19",1,2020-10-28
"2181","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Admitted","19 and Under","Maine","FY16",1,2020-10-28
"2182","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Admitted","19 and Under","Maine","FY19",1,2020-10-28
"2183","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Admitted","20-26","Maine","FY19",4,2020-10-28
"2184","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Admitted","20-26","Targeted OOS","FY19",1,2020-10-28
"2185","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Admitted","27 and Up","Maine","FY19",2,2020-10-28
"2186","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","19 and Under","Maine","FY16",1,2020-10-28
"2187","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","20-26","Maine","FY19",2,2020-10-28
"2188","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","20-26","Maine","FY21",1,2020-10-28
"2189","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","27 and Up","Maine","FY16",1,2020-10-28
"2190","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","27 and Up","Maine","FY17",1,2020-10-28
"2191","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","27 and Up","Maine","FY18",2,2020-10-28
"2192","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Applied","27 and Up","Maine","FY19",1,2020-10-28
"2193","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Confirmed","27 and Up","Maine","FY18",2,2020-10-28
"2194","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","19 and Under","Maine","FY16",1,2020-10-28
"2195","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","19 and Under","Targeted OOS","FY15 or earlier",1,2020-10-28
"2196","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","20-26","Maine","FY17",1,2020-10-28
"2197","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","20-26","Maine","FY19",2,2020-10-28
"2198","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","27 and Up","Maine","FY18",2,2020-10-28
"2199","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Enrolled","27 and Up","Maine","FY19",2,2020-10-28
"2200","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Maine","FY15 or earlier",5,2020-10-28
"2201","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Maine","FY16",2,2020-10-28
"2202","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Maine","FY17",3,2020-10-28
"2203","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Maine","FY18",4,2020-10-28
"2204","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Maine","FY19",8,2020-10-28
"2205","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Other NE","FY19",1,2020-10-28
"2206","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA","FY16",1,2020-10-28
"2207","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA","FY17",3,2020-10-28
"2208","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA","FY18",7,2020-10-28
"2209","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA","FY19",14,2020-10-28
"2210","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Remaining USA","FY20",2,2020-10-28
"2211","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18",5,2020-10-28
"2212","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Targeted OOS","FY19",2,2020-10-28
"2213","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","19 and Under","Targeted OOS","FY20",1,2020-10-28
"2214","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Maine","FY16",2,2020-10-28
"2215","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Maine","FY17",1,2020-10-28
"2216","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Maine","FY18",7,2020-10-28
"2217","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Maine","FY19",39,2020-10-28
"2218","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Maine","FY20",3,2020-10-28
"2219","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Other NE","FY19",1,2020-10-28
"2220","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA","FY16",1,2020-10-28
"2221","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA","FY17",3,2020-10-28
"2222","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA","FY18",2,2020-10-28
"2223","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA","FY19",26,2020-10-28
"2224","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Remaining USA","FY20",3,2020-10-28
"2225","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Targeted OOS","FY18",4,2020-10-28
"2226","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","20-26","Targeted OOS","FY19",6,2020-10-28
"2227","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Maine","FY15 or earlier",3,2020-10-28
"2228","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Maine","FY17",4,2020-10-28
"2229","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Maine","FY18",8,2020-10-28
"2230","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Maine","FY19",58,2020-10-28
"2231","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Maine","FY20",7,2020-10-28
"2232","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Other NE","FY19",2,2020-10-28
"2233","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY18",2,2020-10-28
"2234","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY19",19,2020-10-28
"2235","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY20",5,2020-10-28
"2236","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Targeted OOS","FY17",1,2020-10-28
"2237","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Targeted OOS","FY18",2,2020-10-28
"2238","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","27 and Up","Targeted OOS","FY19",3,2020-10-28
"2239","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Maine","FY18",2,2020-10-28
"2240","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Maine","FY19",60,2020-10-28
"2241","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Maine","FY20",11,2020-10-28
"2242","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Other NE","FY19",2,2020-10-28
"2243","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Other NE",NA,1,2020-10-28
"2244","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY15 or earlier",1,2020-10-28
"2245","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY17",2,2020-10-28
"2246","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY18",22,2020-10-28
"2247","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY19",93,2020-10-28
"2248","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY20",9,2020-10-28
"2249","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Remaining USA",NA,2,2020-10-28
"2250","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS","FY18",2,2020-10-28
"2251","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS","FY19",10,2020-10-28
"2252","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS","FY20",1,2020-10-28
"2253","Not Stealth","Undergraduate","Transfer","Fall 2019","Inquiry","Inquiry","Unknown","Targeted OOS",NA,1,2020-10-28
"2254","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY15 or earlier",16,2020-10-28
"2255","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY16",2,2020-10-28
"2256","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY17",12,2020-10-28
"2257","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY18",12,2020-10-28
"2258","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY19",15,2020-10-28
"2259","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Maine","FY20",10,2020-10-28
"2260","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Other NE","FY18",1,2020-10-28
"2261","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Remaining USA","FY18",1,2020-10-28
"2262","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Remaining USA","FY19",1,2020-10-28
"2263","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Remaining USA","FY20",1,2020-10-28
"2264","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS","FY16",1,2020-10-28
"2265","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS","FY17",1,2020-10-28
"2266","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS","FY18",3,2020-10-28
"2267","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","19 and Under","Targeted OOS","FY19",1,2020-10-28
"2268","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Maine","FY15 or earlier",3,2020-10-28
"2269","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Maine","FY16",2,2020-10-28
"2270","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Maine","FY18",4,2020-10-28
"2271","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Maine","FY19",1,2020-10-28
"2272","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Maine","FY20",2,2020-10-28
"2273","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Other NE","FY20",1,2020-10-28
"2274","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Targeted OOS","FY18",1,2020-10-28
"2275","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Targeted OOS","FY20",4,2020-10-28
"2276","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","20-26","Targeted OOS","FY21",1,2020-10-28
"2277","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Maine","FY15 or earlier",3,2020-10-28
"2278","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Maine","FY17",2,2020-10-28
"2279","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Maine","FY18",4,2020-10-28
"2280","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Maine","FY19",4,2020-10-28
"2281","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Maine","FY20",4,2020-10-28
"2282","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Remaining USA","FY18",1,2020-10-28
"2283","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Remaining USA","FY19",1,2020-10-28
"2284","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Remaining USA","FY20",4,2020-10-28
"2285","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Admitted","27 and Up","Targeted OOS","FY20",1,2020-10-28
"2286","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY15 or earlier",14,2020-10-28
"2287","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY16",6,2020-10-28
"2288","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY17",14,2020-10-28
"2289","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY18",16,2020-10-28
"2290","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY19",12,2020-10-28
"2291","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Maine","FY20",6,2020-10-28
"2292","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Other NE","FY19",1,2020-10-28
"2293","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Remaining USA","FY15 or earlier",2,2020-10-28
"2294","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Remaining USA","FY17",2,2020-10-28
"2295","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Remaining USA","FY18",1,2020-10-28
"2296","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Remaining USA","FY20",2,2020-10-28
"2297","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Remaining USA","FY21",1,2020-10-28
"2298","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Targeted OOS","FY17",2,2020-10-28
"2299","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Targeted OOS","FY19",1,2020-10-28
"2300","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","19 and Under","Targeted OOS","FY20",5,2020-10-28
"2301","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY15 or earlier",4,2020-10-28
"2302","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY16",4,2020-10-28
"2303","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY17",8,2020-10-28
"2304","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY18",7,2020-10-28
"2305","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY19",5,2020-10-28
"2306","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Maine","FY20",12,2020-10-28
"2307","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Other NE","FY20",1,2020-10-28
"2308","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Remaining USA","FY17",1,2020-10-28
"2309","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Remaining USA","FY19",1,2020-10-28
"2310","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Remaining USA","FY20",3,2020-10-28
"2311","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","20-26","Targeted OOS","FY20",2,2020-10-28
"2312","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY15 or earlier",3,2020-10-28
"2313","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY16",4,2020-10-28
"2314","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY17",1,2020-10-28
"2315","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY18",2,2020-10-28
"2316","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY19",6,2020-10-28
"2317","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY20",12,2020-10-28
"2318","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Maine","FY21",3,2020-10-28
"2319","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Remaining USA","FY19",1,2020-10-28
"2320","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Remaining USA","FY20",1,2020-10-28
"2321","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Targeted OOS","FY20",4,2020-10-28
"2322","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","27 and Up","Targeted OOS","FY21",1,2020-10-28
"2323","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Applied","Unknown","Maine","FY19",1,2020-10-28
"2324","Not Stealth","Undergraduate","Transfer","Fall 2020","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier",7,2020-10-28
