"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","n","DataDate"
"422","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","27 and Up","Maine","FY18",5,2020-10-28
"423","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","27 and Up","Maine","FY19",5,2020-10-28
"424","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","27 and Up","Maine","FY20",18,2020-10-28
"425","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Applied","27 and Up","Maine","FY21",10,2020-10-28
"426","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","20-26","Maine","FY15 or earlier",1,2020-10-28
"427","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","20-26","Maine","FY18",2,2020-10-28
"428","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","20-26","Remaining USA","FY20",1,2020-10-28
"429","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","27 and Up","Maine","FY19",1,2020-10-28
"430","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","27 and Up","Maine","FY20",5,2020-10-28
"431","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Confirmed","27 and Up","Maine","FY21",1,2020-10-28
"432","Not Stealth","Graduate","Graduate","Fall 2021","Applicant","Enrolled","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"433","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Applied","27 and Up","Maine","FY20",1,2020-10-28
"434","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Maine","FY18",1,2020-10-28
"435","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Maine","FY20",4,2020-10-28
"436","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Other NE","FY20",2,2020-10-28
"437","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA","FY19",1,2020-10-28
"438","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Remaining USA","FY20",1,2020-10-28
"439","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18",1,2020-10-28
"440","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","19 and Under","Targeted OOS","FY20",7,2020-10-28
"441","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Maine","FY18",1,2020-10-28
"442","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Maine","FY19",3,2020-10-28
"443","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Maine","FY20",5,2020-10-28
"444","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Maine","FY21",6,2020-10-28
"445","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Other NE","FY20",1,2020-10-28
"446","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Remaining USA","FY20",5,2020-10-28
"447","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Remaining USA","FY21",3,2020-10-28
"448","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Targeted OOS","FY20",1,2020-10-28
"449","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","20-26","Targeted OOS","FY21",2,2020-10-28
"450","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Maine","FY18",1,2020-10-28
"451","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Maine","FY20",7,2020-10-28
"452","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Maine","FY21",9,2020-10-28
"453","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Remaining USA","FY20",8,2020-10-28
"454","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","27 and Up","Remaining USA","FY21",8,2020-10-28
"455","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier",1,2020-10-28
"456","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY16",1,2020-10-28
"457","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY17",1,2020-10-28
"458","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY18",2,2020-10-28
"459","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY19",10,2020-10-28
"460","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY20",28,2020-10-28
"461","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Maine","FY21",23,2020-10-28
"462","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA","FY17",1,2020-10-28
"463","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA","FY19",6,2020-10-28
"464","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA","FY20",17,2020-10-28
"465","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Remaining USA","FY21",13,2020-10-28
"466","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS","FY20",4,2020-10-28
"467","Not Stealth","Graduate","Graduate","Fall 2021","Inquiry","Inquiry","Unknown","Targeted OOS","FY21",4,2020-10-28
"468","Not Stealth","Graduate","Graduate","Fall 2022","Applicant","Confirmed","20-26","Maine","FY19",1,2020-10-28
"469","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Maine","FY19",1,2020-10-28
"470","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Maine","FY20",5,2020-10-28
"471","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Remaining USA","FY17",1,2020-10-28
"472","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","19 and Under","Targeted OOS","FY20",4,2020-10-28
"473","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Maine","FY19",4,2020-10-28
"474","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Remaining USA","FY20",1,2020-10-28
"475","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","20-26","Targeted OOS","FY19",1,2020-10-28
"476","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","27 and Up","Maine","FY19",2,2020-10-28
"477","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","27 and Up","Remaining USA","FY20",1,2020-10-28
"478","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Maine","FY20",2,2020-10-28
"479","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Remaining USA","FY20",2,2020-10-28
"480","Not Stealth","Graduate","Graduate","Fall 2022","Inquiry","Inquiry","Unknown","Targeted OOS","FY20",1,2020-10-28
"481","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Admitted","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"482","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Admitted","27 and Up","Maine","FY17",1,2020-10-28
"483","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","19 and Under","Maine","FY15 or earlier",2,2020-10-28
"484","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Maine","FY15 or earlier",4,2020-10-28
"485","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Maine","FY16",1,2020-10-28
"486","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Maine","FY17",1,2020-10-28
"487","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Remaining USA","FY17",3,2020-10-28
"488","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","20-26","Remaining USA","FY18",1,2020-10-28
"489","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"490","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Maine","FY16",1,2020-10-28
"491","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Maine","FY17",3,2020-10-28
"492","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Maine","FY18",2,2020-10-28
"493","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Remaining USA","FY15 or earlier",1,2020-10-28
"494","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Applied","27 and Up","Remaining USA","FY17",1,2020-10-28
"495","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","20-26","Maine","FY15 or earlier",3,2020-10-28
"496","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","20-26","Maine","FY17",1,2020-10-28
"497","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","20-26","Maine","FY18",1,2020-10-28
"498","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","27 and Up","Maine","FY15 or earlier",6,2020-10-28
"499","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","27 and Up","Maine","FY16",2,2020-10-28
"500","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","27 and Up","Maine","FY17",3,2020-10-28
"501","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Confirmed","27 and Up","Maine","FY18",4,2020-10-28
"502","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier",2,2020-10-28
"503","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","19 and Under","Maine","FY16",1,2020-10-28
"504","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","19 and Under","Targeted OOS","FY15 or earlier",1,2020-10-28
"505","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Maine","FY15 or earlier",5,2020-10-28
"506","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Maine","FY16",2,2020-10-28
"507","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Maine","FY17",3,2020-10-28
"508","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Remaining USA","FY18",1,2020-10-28
"509","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","20-26","Targeted OOS","FY17",1,2020-10-28
"510","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Maine","FY15 or earlier",12,2020-10-28
"511","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Maine","FY16",2,2020-10-28
"512","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Maine","FY17",7,2020-10-28
"513","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Maine","FY18",6,2020-10-28
"514","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Remaining USA","FY17",1,2020-10-28
"515","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","27 and Up","Remaining USA","FY18",1,2020-10-28
"516","Not Stealth","Graduate","Graduate","Spring 2018","Applicant","Enrolled","Unknown","Remaining USA",NA,1,2020-10-28
"517","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Applied","27 and Up","Maine","FY21",1,2020-10-28
"518","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Confirmed","27 and Up","Other NE","FY17",1,2020-10-28
"519","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","19 and Under","Maine","FY16",1,2020-10-28
"520","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Maine","FY15 or earlier",1,2020-10-28
"521","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Maine","FY17",3,2020-10-28
"522","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Maine","FY18",2,2020-10-28
"523","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Remaining USA","FY17",4,2020-10-28
"524","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","20-26","Remaining USA","FY18",2,2020-10-28
"525","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine","FY15 or earlier",2,2020-10-28
"526","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine","FY16",1,2020-10-28
"527","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine","FY17",10,2020-10-28
"528","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine","FY18",21,2020-10-28
"529","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Maine","FY19",3,2020-10-28
"530","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Other NE","FY18",1,2020-10-28
"531","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA","FY17",2,2020-10-28
"532","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA","FY18",8,2020-10-28
"533","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Remaining USA","FY19",1,2020-10-28
"534","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS","FY17",1,2020-10-28
"535","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS","FY18",2,2020-10-28
"536","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","27 and Up","Targeted OOS","FY19",1,2020-10-28
"537","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier",6,2020-10-28
"538","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine","FY16",6,2020-10-28
"539","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine","FY17",17,2020-10-28
"540","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine","FY18",34,2020-10-28
"541","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Maine","FY19",1,2020-10-28
"542","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Other NE","FY17",1,2020-10-28
"543","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY17",3,2020-10-28
"544","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY18",6,2020-10-28
"545","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY17",1,2020-10-28
"546","Not Stealth","Graduate","Graduate","Spring 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY18",2,2020-10-28
"547","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Admitted","20-26","Remaining USA","FY19",1,2020-10-28
"548","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Admitted","27 and Up","Maine","FY15 or earlier",2,2020-10-28
"549","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","19 and Under","Maine","FY15 or earlier",1,2020-10-28
"550","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Maine","FY15 or earlier",2,2020-10-28
"551","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Maine","FY16",1,2020-10-28
"552","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Maine","FY18",1,2020-10-28
"553","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Maine","FY19",2,2020-10-28
"554","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","20-26","Remaining USA","FY18",1,2020-10-28
"555","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"556","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine","FY16",2,2020-10-28
"557","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine","FY17",3,2020-10-28
"558","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine","FY18",1,2020-10-28
"559","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Maine","FY19",1,2020-10-28
"560","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Remaining USA","FY18",1,2020-10-28
"561","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Applied","27 and Up","Remaining USA","FY19",2,2020-10-28
"562","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier",1,2020-10-28
"563","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","20-26","Maine","FY15 or earlier",6,2020-10-28
"564","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","20-26","Maine","FY18",1,2020-10-28
"565","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","27 and Up","Maine","FY15 or earlier",10,2020-10-28
"566","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","27 and Up","Maine","FY16",3,2020-10-28
"567","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","27 and Up","Maine","FY17",4,2020-10-28
"568","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Confirmed","27 and Up","Maine","FY18",3,2020-10-28
"569","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier",1,2020-10-28
"570","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine","FY15 or earlier",1,2020-10-28
"571","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine","FY16",1,2020-10-28
"572","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine","FY17",2,2020-10-28
"573","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine","FY18",1,2020-10-28
"574","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Maine","FY19",2,2020-10-28
"575","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Remaining USA","FY18",1,2020-10-28
"576","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Remaining USA","FY19",2,2020-10-28
"577","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","20-26","Targeted OOS","FY15 or earlier",1,2020-10-28
"578","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine","FY15 or earlier",3,2020-10-28
"579","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine","FY16",3,2020-10-28
"580","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine","FY17",1,2020-10-28
"581","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine","FY18",7,2020-10-28
"582","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Maine","FY19",6,2020-10-28
"583","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Remaining USA","FY17",1,2020-10-28
"584","Not Stealth","Graduate","Graduate","Spring 2019","Applicant","Enrolled","27 and Up","Remaining USA","FY19",1,2020-10-28
"585","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Applied","27 and Up","Maine","FY18",1,2020-10-28
"586","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Applied","27 and Up","Maine","FY19",1,2020-10-28
"587","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Applied","27 and Up","Targeted OOS","FY19",1,2020-10-28
"588","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Enrolled","27 and Up","Maine","FY19",1,2020-10-28
"589","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","19 and Under","Maine","FY18",1,2020-10-28
"590","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","19 and Under","Other NE","FY17",1,2020-10-28
"591","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Maine","FY17",1,2020-10-28
"592","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Maine","FY18",4,2020-10-28
"593","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Maine","FY19",5,2020-10-28
"594","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Other NE","FY17",1,2020-10-28
"595","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA","FY17",2,2020-10-28
"596","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA","FY18",4,2020-10-28
"597","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Remaining USA","FY19",4,2020-10-28
"598","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Targeted OOS","FY17",1,2020-10-28
"599","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","20-26","Targeted OOS","FY19",1,2020-10-28
"600","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine","FY15 or earlier",2,2020-10-28
"601","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine","FY16",1,2020-10-28
"602","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine","FY17",1,2020-10-28
"603","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine","FY18",13,2020-10-28
"604","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Maine","FY19",16,2020-10-28
"605","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY17",1,2020-10-28
"606","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY18",2,2020-10-28
"607","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Remaining USA","FY19",8,2020-10-28
"608","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Targeted OOS","FY17",1,2020-10-28
"609","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","27 and Up","Targeted OOS","FY19",1,2020-10-28
"610","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier",2,2020-10-28
"611","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY16",2,2020-10-28
"612","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY17",6,2020-10-28
"613","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY18",17,2020-10-28
"614","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY19",49,2020-10-28
"615","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Maine","FY20",2,2020-10-28
"616","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Other NE","FY17",1,2020-10-28
"617","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY16",1,2020-10-28
"618","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY17",2,2020-10-28
"619","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY18",3,2020-10-28
"620","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY19",14,2020-10-28
"621","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Remaining USA","FY20",1,2020-10-28
"622","Not Stealth","Graduate","Graduate","Spring 2019","Inquiry","Inquiry","Unknown","Targeted OOS","FY19",4,2020-10-28
"623","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Admitted","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"624","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Admitted","27 and Up","Remaining USA","FY19",2,2020-10-28
"625","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Admitted","27 and Up","Remaining USA","FY20",1,2020-10-28
"626","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","19 and Under","Maine","FY18",1,2020-10-28
"627","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","20-26","Maine","FY19",1,2020-10-28
"628","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine","FY15 or earlier",1,2020-10-28
"629","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine","FY16",1,2020-10-28
"630","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine","FY17",2,2020-10-28
"631","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine","FY18",2,2020-10-28
"632","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Maine","FY19",1,2020-10-28
"633","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Remaining USA","FY19",4,2020-10-28
"634","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Applied","27 and Up","Remaining USA","FY20",1,2020-10-28
"635","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Maine","FY15 or earlier",2,2020-10-28
"636","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Maine","FY17",2,2020-10-28
"637","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Maine","FY18",1,2020-10-28
"638","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Maine","FY19",2,2020-10-28
"639","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","20-26","Targeted OOS","FY17",1,2020-10-28
"640","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Maine","FY15 or earlier",4,2020-10-28
"641","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Maine","FY18",2,2020-10-28
"642","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Maine","FY19",4,2020-10-28
"643","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Maine","FY20",3,2020-10-28
"644","Not Stealth","Graduate","Graduate","Spring 2020","Applicant","Confirmed","27 and Up","Remaining USA","FY20",1,2020-10-28
