"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","AgeGroupforTransfers","n","DataDate"
"26","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Maine","FY16","Too Old",7,2020-12-01
"27","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Maine","FY17","Too Old",6,2020-12-01
"28","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Maine","FY18","Too Old",15,2020-12-01
"29","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Remaining USA","FY16","Too Old",1,2020-12-01
"30","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Remaining USA","FY17","Too Old",3,2020-12-01
"31","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Remaining USA","FY18","Too Old",6,2020-12-01
"32","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Applied","26 and Up","Targeted OOS","FY18","Too Old",2,2020-12-01
"33","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier","Transfer Age",1,2020-12-01
"34","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Maine","FY15 or earlier","Transfer Age",4,2020-12-01
"35","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"36","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Maine","FY17","Transfer Age",5,2020-12-01
"37","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Maine","FY18","Transfer Age",4,2020-12-01
"38","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Remaining USA","FY18","Transfer Age",2,2020-12-01
"39","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","20-25","Targeted OOS","FY18","Transfer Age",1,2020-12-01
"40","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",18,2020-12-01
"41","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",6,2020-12-01
"42","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",14,2020-12-01
"43","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",16,2020-12-01
"44","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",3,2020-12-01
"45","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",11,2020-12-01
"46","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",1,2020-12-01
"47","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",16,2020-12-01
"48","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",10,2020-12-01
"49","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-12-01
"50","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",13,2020-12-01
"51","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Other NE","FY17","Transfer Age",1,2020-12-01
"52","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Remaining USA","FY18","Transfer Age",4,2020-12-01
"53","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Targeted OOS","FY18","Transfer Age",1,2020-12-01
"54","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",32,2020-12-01
"55","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",16,2020-12-01
"56","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",21,2020-12-01
"57","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",50,2020-12-01
"58","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",7,2020-12-01
"59","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",2,2020-12-01
"60","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Maine","FY19","Too Old",2,2020-12-01
"61","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Remaining USA","FY18","Too Old",1,2020-12-01
"62","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Maine","FY19","Too Old",1,2020-12-01
"63","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-12-01
"64","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY18","Transfer Age",1,2020-12-01
"65","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY19","Transfer Age",1,2020-12-01
"66","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","26 and Up","Maine","FY19","Too Old",1,2020-12-01
"67","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY15 or earlier","Too Young",3,2020-12-01
"68","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Too Young",7,2020-12-01
"69","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Transfer Age",2,2020-12-01
"70","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Too Young",5,2020-12-01
"71","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Transfer Age",1,2020-12-01
"72","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY15 or earlier","Too Young",2,2020-12-01
"73","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY16","Too Young",3,2020-12-01
"74","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY17","Too Young",3,2020-12-01
"75","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY15 or earlier","Too Young",1,2020-12-01
"76","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY16","Too Young",1,2020-12-01
"77","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY17","Too Young",1,2020-12-01
"78","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18","Too Young",1,2020-12-01
"79","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY15 or earlier","Transfer Age",1,2020-12-01
"80","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"81","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY17","Transfer Age",12,2020-12-01
"82","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY18","Transfer Age",15,2020-12-01
"83","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY19","Transfer Age",1,2020-12-01
"84","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY18","Transfer Age",4,2020-12-01
"85","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY19","Transfer Age",1,2020-12-01
"86","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY15 or earlier","Transfer Age",2,2020-12-01
"87","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY16","Transfer Age",3,2020-12-01
"88","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY17","Transfer Age",4,2020-12-01
"89","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY18","Transfer Age",14,2020-12-01
"90","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY19","Transfer Age",4,2020-12-01
"91","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY16","Transfer Age",2,2020-12-01
"92","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY17","Transfer Age",2,2020-12-01
"93","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY18","Transfer Age",6,2020-12-01
"94","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY19","Transfer Age",1,2020-12-01
"95","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-12-01
"96","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY16","Too Old",9,2020-12-01
"97","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY17","Too Old",9,2020-12-01
"98","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY18","Too Old",67,2020-12-01
"99","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY19","Too Old",12,2020-12-01
"100","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Other NE","FY18","Too Old",1,2020-12-01
"101","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY16","Too Old",2,2020-12-01
"102","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY17","Too Old",6,2020-12-01
"103","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY18","Too Old",31,2020-12-01
"104","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY19","Too Old",6,2020-12-01
"105","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY17","Too Old",2,2020-12-01
"106","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY18","Too Old",6,2020-12-01
"107","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY19","Too Old",1,2020-12-01
"108","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier","Unknown Age",14,2020-12-01
"109","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY16","Unknown Age",14,2020-12-01
"110","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY17","Unknown Age",22,2020-12-01
"111","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY18","Unknown Age",88,2020-12-01
"112","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY19","Unknown Age",5,2020-12-01
"113","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY21","Unknown Age",1,2020-12-01
"114","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY17","Unknown Age",1,2020-12-01
"115","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY18","Unknown Age",3,2020-12-01
"116","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY15 or earlier","Unknown Age",9,2020-12-01
"117","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY16","Unknown Age",8,2020-12-01
"118","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY17","Unknown Age",10,2020-12-01
"119","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY18","Unknown Age",24,2020-12-01
"120","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY19","Unknown Age",3,2020-12-01
"121","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY15 or earlier","Unknown Age",1,2020-12-01
"122","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY16","Unknown Age",1,2020-12-01
"123","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY17","Unknown Age",3,2020-12-01
"124","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY18","Unknown Age",4,2020-12-01
"125","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Too Young",1,2020-12-01
"126","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Transfer Age",1,2020-12-01
"127","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"128","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY17","Transfer Age",1,2020-12-01
"129","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY18","Transfer Age",1,2020-12-01
"130","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY19","Transfer Age",3,2020-12-01
"131","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Remaining USA","FY19","Transfer Age",3,2020-12-01
"132","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY15 or earlier","Too Old",2,2020-12-01
"133","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY16","Too Old",1,2020-12-01
"134","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY17","Too Old",1,2020-12-01
"135","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY18","Too Old",2,2020-12-01
"136","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY19","Too Old",2,2020-12-01
"137","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Remaining USA","FY19","Too Old",1,2020-12-01
"138","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Targeted OOS","FY19","Too Old",3,2020-12-01
"139","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY15 or earlier","Transfer Age",5,2020-12-01
"140","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY16","Transfer Age",1,2020-12-01
"141","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY17","Transfer Age",1,2020-12-01
"142","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY15 or earlier","Transfer Age",4,2020-12-01
"143","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"144","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY17","Transfer Age",3,2020-12-01
"145","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY18","Transfer Age",3,2020-12-01
"146","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY19","Transfer Age",3,2020-12-01
"147","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY15 or earlier","Transfer Age",1,2020-12-01
"148","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY19","Transfer Age",4,2020-12-01
"149","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Targeted OOS","FY19","Transfer Age",1,2020-12-01
"150","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-12-01
"151","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY16","Too Old",3,2020-12-01
"152","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY17","Too Old",4,2020-12-01
"153","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY18","Too Old",8,2020-12-01
"154","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY19","Too Old",14,2020-12-01
"155","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Remaining USA","FY19","Too Old",7,2020-12-01
"156","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY18","Too Old",1,2020-12-01
"157","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY19","Too Old",1,2020-12-01
"158","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier","Transfer Age",2,2020-12-01
"159","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY16","Transfer Age",1,2020-12-01
"160","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY15 or earlier","Transfer Age",3,2020-12-01
"161","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"162","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY17","Transfer Age",1,2020-12-01
"163","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY18","Transfer Age",2,2020-12-01
"164","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY19","Transfer Age",1,2020-12-01
"165","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY17","Transfer Age",1,2020-12-01
"166","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY19","Transfer Age",3,2020-12-01
"167","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",9,2020-12-01
"168","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",3,2020-12-01
"169","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",8,2020-12-01
"170","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",11,2020-12-01
"171","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY19","Too Old",10,2020-12-01
"172","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-12-01
"173","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY19","Too Old",2,2020-12-01
"174","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Targeted OOS","FY15 or earlier","Too Old",1,2020-12-01
"175","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Too Young",2,2020-12-01
"176","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",7,2020-12-01
"177","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Too Young",1,2020-12-01
"178","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",7,2020-12-01
"179","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY17","Transfer Age",4,2020-12-01
"180","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Other NE","FY16","Transfer Age",1,2020-12-01
"181","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",15,2020-12-01
"182","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",1,2020-12-01
"183","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-12-01
"184","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",7,2020-12-01
"185","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY19","Transfer Age",15,2020-12-01
"186","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY20","Transfer Age",1,2020-12-01
"187","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY17","Transfer Age",1,2020-12-01
"188","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY19","Transfer Age",1,2020-12-01
"189","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Targeted OOS","FY19","Transfer Age",2,2020-12-01
"190","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",20,2020-12-01
"191","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",8,2020-12-01
"192","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",18,2020-12-01
"193","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",22,2020-12-01
"194","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY19","Too Old",34,2020-12-01
"195","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY20","Too Old",1,2020-12-01
"196","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Other NE","FY19","Too Old",1,2020-12-01
"197","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY15 or earlier","Too Old",1,2020-12-01
"198","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY17","Too Old",1,2020-12-01
"199","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",2,2020-12-01
"200","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY19","Too Old",5,2020-12-01
"201","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Targeted OOS","FY19","Too Old",1,2020-12-01
"202","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",1,2020-12-01
