"","Stealth","Career","Student.Type","Anticipated.Start.Term.Year","Student.Stage","App.Application.Status","AgeGroup","Region","FiscalYear","AgeGroupforTransfers","n","DataDate"
"40","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",18,2020-11-13
"41","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",6,2020-11-13
"42","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",14,2020-11-13
"43","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",16,2020-11-13
"44","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",3,2020-11-13
"45","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",11,2020-11-13
"46","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",1,2020-11-13
"47","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",16,2020-11-13
"48","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",10,2020-11-13
"49","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-11-13
"50","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",13,2020-11-13
"51","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Other NE","FY17","Transfer Age",1,2020-11-13
"52","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Remaining USA","FY18","Transfer Age",4,2020-11-13
"53","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","20-25","Targeted OOS","FY18","Transfer Age",1,2020-11-13
"54","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",32,2020-11-13
"55","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",16,2020-11-13
"56","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",21,2020-11-13
"57","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",50,2020-11-13
"58","Not Stealth","Graduate","Graduate","Fall 2018","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",7,2020-11-13
"59","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",2,2020-11-13
"60","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Maine","FY19","Too Old",2,2020-11-13
"61","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Applied","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-13
"62","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Maine","FY19","Too Old",1,2020-11-13
"63","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-13
"64","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY18","Transfer Age",1,2020-11-13
"65","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","20-25","Maine","FY19","Transfer Age",1,2020-11-13
"66","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Enrolled","26 and Up","Maine","FY19","Too Old",1,2020-11-13
"67","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY15 or earlier","Too Young",3,2020-11-13
"68","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Too Young",7,2020-11-13
"69","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY16","Transfer Age",2,2020-11-13
"70","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Too Young",5,2020-11-13
"71","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Maine","FY17","Transfer Age",1,2020-11-13
"72","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY15 or earlier","Too Young",2,2020-11-13
"73","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY16","Too Young",3,2020-11-13
"74","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Remaining USA","FY17","Too Young",3,2020-11-13
"75","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY15 or earlier","Too Young",1,2020-11-13
"76","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY16","Too Young",1,2020-11-13
"77","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY17","Too Young",1,2020-11-13
"78","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","19 and Under","Targeted OOS","FY18","Too Young",1,2020-11-13
"79","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY15 or earlier","Transfer Age",1,2020-11-13
"80","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY16","Transfer Age",1,2020-11-13
"81","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY17","Transfer Age",12,2020-11-13
"82","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY18","Transfer Age",15,2020-11-13
"83","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Maine","FY19","Transfer Age",1,2020-11-13
"84","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY18","Transfer Age",4,2020-11-13
"85","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Other NE","FY19","Transfer Age",1,2020-11-13
"86","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY15 or earlier","Transfer Age",2,2020-11-13
"87","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY16","Transfer Age",3,2020-11-13
"88","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY17","Transfer Age",4,2020-11-13
"89","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY18","Transfer Age",14,2020-11-13
"90","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-13
"91","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY16","Transfer Age",2,2020-11-13
"92","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY17","Transfer Age",2,2020-11-13
"93","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY18","Transfer Age",6,2020-11-13
"94","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-13
"95","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-13
"96","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY16","Too Old",9,2020-11-13
"97","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY17","Too Old",9,2020-11-13
"98","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY18","Too Old",68,2020-11-13
"99","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Maine","FY19","Too Old",12,2020-11-13
"100","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Other NE","FY18","Too Old",1,2020-11-13
"101","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY16","Too Old",2,2020-11-13
"102","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY17","Too Old",6,2020-11-13
"103","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY18","Too Old",31,2020-11-13
"104","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Remaining USA","FY19","Too Old",6,2020-11-13
"105","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY17","Too Old",2,2020-11-13
"106","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY18","Too Old",6,2020-11-13
"107","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-13
"108","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY15 or earlier","Unknown Age",14,2020-11-13
"109","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY16","Unknown Age",14,2020-11-13
"110","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY17","Unknown Age",22,2020-11-13
"111","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY18","Unknown Age",88,2020-11-13
"112","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY19","Unknown Age",5,2020-11-13
"113","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Maine","FY21","Unknown Age",1,2020-11-13
"114","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY17","Unknown Age",1,2020-11-13
"115","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Other NE","FY18","Unknown Age",3,2020-11-13
"116","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY15 or earlier","Unknown Age",9,2020-11-13
"117","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY16","Unknown Age",8,2020-11-13
"118","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY17","Unknown Age",10,2020-11-13
"119","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY18","Unknown Age",24,2020-11-13
"120","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Remaining USA","FY19","Unknown Age",3,2020-11-13
"121","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY15 or earlier","Unknown Age",1,2020-11-13
"122","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY16","Unknown Age",1,2020-11-13
"123","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY17","Unknown Age",3,2020-11-13
"124","Not Stealth","Graduate","Graduate","Fall 2018","Inquiry","Inquiry","Unknown","Targeted OOS","FY18","Unknown Age",4,2020-11-13
"125","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Too Young",1,2020-11-13
"126","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","19 and Under","Maine","FY15 or earlier","Transfer Age",1,2020-11-13
"127","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY16","Transfer Age",1,2020-11-13
"128","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY17","Transfer Age",1,2020-11-13
"129","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY18","Transfer Age",1,2020-11-13
"130","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Maine","FY19","Transfer Age",3,2020-11-13
"131","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-13
"132","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY15 or earlier","Too Old",2,2020-11-13
"133","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY16","Too Old",1,2020-11-13
"134","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY17","Too Old",1,2020-11-13
"135","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY18","Too Old",2,2020-11-13
"136","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Maine","FY19","Too Old",2,2020-11-13
"137","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Remaining USA","FY19","Too Old",1,2020-11-13
"138","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Admitted","26 and Up","Targeted OOS","FY19","Too Old",3,2020-11-13
"139","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY15 or earlier","Transfer Age",5,2020-11-13
"140","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY16","Transfer Age",1,2020-11-13
"141","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","19 and Under","Maine","FY17","Transfer Age",1,2020-11-13
"142","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY15 or earlier","Transfer Age",4,2020-11-13
"143","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY16","Transfer Age",1,2020-11-13
"144","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY17","Transfer Age",3,2020-11-13
"145","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY18","Transfer Age",3,2020-11-13
"146","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Maine","FY19","Transfer Age",3,2020-11-13
"147","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY15 or earlier","Transfer Age",1,2020-11-13
"148","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Remaining USA","FY19","Transfer Age",4,2020-11-13
"149","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","20-25","Targeted OOS","FY19","Transfer Age",1,2020-11-13
"150","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY15 or earlier","Too Old",6,2020-11-13
"151","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY16","Too Old",3,2020-11-13
"152","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY17","Too Old",4,2020-11-13
"153","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY18","Too Old",8,2020-11-13
"154","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Maine","FY19","Too Old",14,2020-11-13
"155","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Remaining USA","FY19","Too Old",7,2020-11-13
"156","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY18","Too Old",1,2020-11-13
"157","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Applied","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-13
"158","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Maine","FY15 or earlier","Transfer Age",2,2020-11-13
"159","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","19 and Under","Targeted OOS","FY16","Transfer Age",1,2020-11-13
"160","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY15 or earlier","Transfer Age",3,2020-11-13
"161","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY16","Transfer Age",1,2020-11-13
"162","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY17","Transfer Age",1,2020-11-13
"163","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY18","Transfer Age",2,2020-11-13
"164","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Maine","FY19","Transfer Age",1,2020-11-13
"165","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-13
"166","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","20-25","Remaining USA","FY19","Transfer Age",3,2020-11-13
"167","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY15 or earlier","Too Old",9,2020-11-13
"168","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY16","Too Old",3,2020-11-13
"169","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY17","Too Old",8,2020-11-13
"170","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY18","Too Old",11,2020-11-13
"171","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Maine","FY19","Too Old",10,2020-11-13
"172","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY18","Too Old",1,2020-11-13
"173","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Remaining USA","FY19","Too Old",2,2020-11-13
"174","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Confirmed","26 and Up","Targeted OOS","FY15 or earlier","Too Old",1,2020-11-13
"175","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Too Young",2,2020-11-13
"176","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY15 or earlier","Transfer Age",7,2020-11-13
"177","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Too Young",1,2020-11-13
"178","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY16","Transfer Age",7,2020-11-13
"179","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Maine","FY17","Transfer Age",4,2020-11-13
"180","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","19 and Under","Other NE","FY16","Transfer Age",1,2020-11-13
"181","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY15 or earlier","Transfer Age",15,2020-11-13
"182","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY16","Transfer Age",1,2020-11-13
"183","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY17","Transfer Age",8,2020-11-13
"184","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY18","Transfer Age",7,2020-11-13
"185","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY19","Transfer Age",15,2020-11-13
"186","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Maine","FY20","Transfer Age",1,2020-11-13
"187","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY17","Transfer Age",1,2020-11-13
"188","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Remaining USA","FY19","Transfer Age",1,2020-11-13
"189","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","20-25","Targeted OOS","FY19","Transfer Age",2,2020-11-13
"190","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY15 or earlier","Too Old",20,2020-11-13
"191","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY16","Too Old",8,2020-11-13
"192","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY17","Too Old",18,2020-11-13
"193","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY18","Too Old",22,2020-11-13
"194","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY19","Too Old",34,2020-11-13
"195","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Maine","FY20","Too Old",1,2020-11-13
"196","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Other NE","FY19","Too Old",1,2020-11-13
"197","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY15 or earlier","Too Old",1,2020-11-13
"198","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY17","Too Old",1,2020-11-13
"199","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY18","Too Old",2,2020-11-13
"200","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Remaining USA","FY19","Too Old",5,2020-11-13
"201","Not Stealth","Graduate","Graduate","Fall 2019","Applicant","Enrolled","26 and Up","Targeted OOS","FY19","Too Old",1,2020-11-13
"202","Not Stealth","Graduate","Graduate","Fall 2019","Inquiry","Applied","26 and Up","Maine","FY18","Too Old",1,2020-11-13
